Row ID,Order ID,Order Date,Ship Date,Delivery Time,Ship Mode,Customer ID,Customer Name,Segment,Country/Region,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Discount ($),Net Sales,COGS,Profit,Target Profit
4534,CA-2018-140403,10/10/20,10/10/20,0.0,Standard Class,DC-12850,Dan Campbell,Consumer,United States,Florence,Alabama,35630.0,South,OFF-PA-10002870,Office Supplies,Paper,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾” x 11”",12.48,2,0.0,0.0,12.48,6.864,5.616,5.690460062
6020,CA-2018-152422,10/5/20,10/10/20,5.0,Standard Class,SP-20545,Sibella Parks,Corporate,United States,Chicago,Illinois,60623.0,Central,OFF-ST-10000563,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,102.336,4,0.2,20.4672,81.8688,94.6608,-12.792,-13.50599215
8873,US-2018-105137,10/10/20,10/10/20,0.0,Standard Class,SP-20545,Sibella Parks,Corporate,United States,Chicago,Illinois,60623.0,Central,OFF-AP-10004487,Office Supplies,Appliances,Kensington 4 Outlet MasterPiece Compact Power Control Center,48.792,3,0.8,39.0336,9.7584,136.6176,-126.8592,-133.2940147
8874,US-2018-105137,10/10/20,10/10/20,0.0,Standard Class,SP-20545,Sibella Parks,Corporate,United States,Chicago,Illinois,60623.0,Central,OFF-BI-10002854,Office Supplies,Binders,"Performers Binder/Pad Holder, Black",44.848,8,0.8,35.8784,8.9696,76.2416,-67.272,-81.49134791
9275,US-2018-134054,10/10/20,10/10/20,0.0,Same Day,MS-17710,Maurice Satty,Consumer,United States,Fort Worth,Texas,76106.0,Central,OFF-PA-10004621,Office Supplies,Paper,Xerox 212,10.368,2,0.2,2.0736,8.2944,4.6656,3.6288,2.806113019
3827,CA-2018-132801,10/7/20,10/12/20,5.0,Same Day,MS-17710,Maurice Satty,Consumer,United States,Fort Worth,Texas,76106.0,Central,FUR-CH-10001973,Furniture,Chairs,Office Star Flex Back Scooter Chair with White Frame,388.43,5,0.3,116.529,271.901,360.685,-88.784,-97.13629773
724,CA-2018-117429,10/7/20,10/13/20,6.0,Same Day,MS-17710,Maurice Satty,Consumer,United States,Fort Worth,Texas,76106.0,Central,OFF-PA-10004040,Office Supplies,Paper,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),14.352,3,0.2,2.8704,11.4816,6.279,5.2026,4.018081132
4168,CA-2018-157924,10/11/20,10/13/20,2.0,Same Day,MS-17710,Maurice Satty,Consumer,United States,Fort Worth,Texas,76106.0,Central,TEC-AC-10000580,Technology,Accessories,Logitech G13 Programmable Gameboard with LCD Display,63.992,1,0.2,12.7984,51.1936,58.3927,-7.1991,-9.216948477
4169,CA-2018-157924,10/11/20,10/13/20,2.0,Standard Class,BD-11770,Bryan Davis,Consumer,United States,Houston,Texas,77070.0,Central,OFF-AR-10004022,Office Supplies,Art,Panasonic KP-380BK Classic Electric Pencil Sharpener,86.352,3,0.2,17.2704,69.0816,63.6846,5.397,6.191507347
6356,CA-2018-110611,10/6/20,10/13/20,7.0,First Class,KC-16255,Karen Carlisle,Corporate,United States,Macon,Georgia,31204.0,South,TEC-AC-10004209,Technology,Accessories,Memorex Froggy Flash Drive 4 GB,32.97,3,0.0,0.0,32.97,20.1117,12.8583,13.16821977
8853,CA-2018-119977,10/8/20,10/13/20,5.0,First Class,KC-16255,Karen Carlisle,Corporate,United States,Macon,Georgia,31204.0,South,TEC-AC-10000023,Technology,Accessories,"Maxell 74 Minute CD-R Spindle, 50/Pack",83.88,4,0.0,0.0,83.88,53.6832,30.1968,25.36682938
6679,CA-2018-150329,10/10/20,10/14/20,4.0,First Class,TR-21325,Toby Ritter,Consumer,United States,Cedar Rapids,Iowa,52402.0,Central,TEC-PH-10003505,Technology,Phones,Geemarc AmpliPOWER60,278.4,3,0.0,0.0,278.4,197.664,80.736,74.75432901
9459,CA-2018-138240,10/9/20,10/14/20,5.0,First Class,SA-20830,Sue Ann Reed,Consumer,United States,Jacksonville,Florida,32216.0,South,OFF-LA-10000121,Office Supplies,Labels,Avery 48,15.12,3,0.2,3.024,12.096,7.182,4.914,4.893752621
9460,CA-2018-138240,10/9/20,10/14/20,5.0,First Class,SA-20830,Sue Ann Reed,Consumer,United States,Jacksonville,Florida,32216.0,South,OFF-BI-10002026,Office Supplies,Binders,Avery Arch Ring Binders,17.43,1,0.7,12.201,5.229,18.592,-13.363,-17.25088552
810,CA-2018-151995,10/13/20,10/15/20,2.0,First Class,SA-20830,Sue Ann Reed,Consumer,United States,Jacksonville,Florida,32216.0,South,OFF-PA-10000994,Office Supplies,Paper,Xerox 1915,251.64,3,0.2,50.328,201.312,113.238,88.074,112.8985709
811,CA-2018-151995,10/13/20,10/15/20,2.0,Standard Class,KW-16435,Katrina Willman,Consumer,United States,Austin,Texas,78745.0,Central,OFF-BI-10002813,Office Supplies,Binders,Avery Reinforcements for Hole-Punch Pages,2.772,7,0.8,2.2176,0.5544,5.4054,-4.851,-6.214545299
812,CA-2018-151995,10/13/20,10/15/20,2.0,Standard Class,GM-14500,Gene McClure,Consumer,United States,Providence,Rhode Island,2908.0,East,OFF-ST-10000617,Office Supplies,Storage,Woodgrain Magazine Files by Perma,14.9,5,0.0,0.0,14.9,13.857,1.043,1.158413902
813,CA-2018-151995,10/13/20,10/15/20,2.0,Standard Class,AD-10180,Alan Dominguez,Home Office,United States,New York City,New York,10035.0,East,OFF-AR-10004817,Office Supplies,Art,Colorific Watercolor Pencils,15.48,3,0.0,0.0,15.48,10.9908,4.4892,3.456681644
3266,US-2018-126571,10/11/20,10/15/20,4.0,Standard Class,TB-21355,Todd Boyes,Corporate,United States,New York City,New York,10009.0,East,FUR-FU-10000397,Furniture,Furnishings,Luxo Economy Swing Arm Lamp,39.88,2,0.0,0.0,39.88,28.7136,11.1664,12.22249077
3267,US-2018-126571,10/11/20,10/15/20,4.0,Standard Class,TB-21355,Todd Boyes,Corporate,United States,New York City,New York,10009.0,East,OFF-BI-10000605,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",12.192,4,0.2,2.4384,9.7536,5.6388,4.1148,3.645241956
5928,CA-2018-114314,10/11/20,10/15/20,4.0,Standard Class,TB-21355,Todd Boyes,Corporate,United States,New York City,New York,10009.0,East,OFF-AR-10001860,Office Supplies,Art,BIC Liqua Brite Liner,20.82,3,0.0,0.0,20.82,13.3248,7.4952,6.76446889
5929,CA-2018-114314,10/11/20,10/15/20,4.0,First Class,CC-12430,Chuck Clark,Home Office,United States,San Francisco,California,94122.0,West,OFF-BI-10004970,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",13.216,4,0.2,2.6432,10.5728,6.1124,4.4604,4.054645049
6215,CA-2018-128538,10/11/20,10/15/20,4.0,First Class,CC-12430,Chuck Clark,Home Office,United States,San Francisco,California,94122.0,West,OFF-PA-10003172,Office Supplies,Paper,Xerox 1996,32.4,5,0.0,0.0,32.4,16.848,15.552,18.74624885
7153,CA-2018-137911,10/9/20,10/15/20,6.0,Standard Class,PF-19165,Philip Fox,Consumer,United States,San Diego,California,92105.0,West,OFF-SU-10001218,Office Supplies,Supplies,Fiskars Softgrip Scissors,32.94,3,0.0,0.0,32.94,23.7168,9.2232,11.46835046
7546,CA-2018-103492,10/10/20,10/15/20,5.0,Standard Class,PF-19165,Philip Fox,Consumer,United States,San Diego,California,92105.0,West,OFF-PA-10002968,Office Supplies,Paper,Xerox 1973,114.2,5,0.0,0.0,114.2,61.668,52.532,53.01925142
7547,CA-2018-103492,10/10/20,10/15/20,5.0,Standard Class,PF-19165,Philip Fox,Consumer,United States,San Diego,California,92105.0,West,OFF-LA-10000134,Office Supplies,Labels,Avery 511,3.08,1,0.0,0.0,3.08,1.6016,1.4784,1.20717282
7548,CA-2018-103492,10/10/20,10/15/20,5.0,Standard Class,JH-16180,Justin Hirsh,Consumer,United States,Pueblo,Colorado,81001.0,West,OFF-AP-10004487,Office Supplies,Appliances,Kensington 4 Outlet MasterPiece Compact Power Control Center,845.728,13,0.2,169.1456,676.5824,592.0096,84.5728,108.9402751
7549,CA-2018-103492,10/10/20,10/15/20,5.0,Standard Class,EB-13975,Erica Bern,Corporate,United States,Fairfield,California,94533.0,West,OFF-BI-10002103,Office Supplies,Binders,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",13.904,2,0.2,2.7808,11.1232,6.6044,4.5188,3.18157146
9111,CA-2018-132010,10/13/20,10/15/20,2.0,Standard Class,EB-13975,Erica Bern,Corporate,United States,Fairfield,California,94533.0,West,OFF-BI-10004632,Office Supplies,Binders,GBC Binding covers,20.72,2,0.2,4.144,16.576,10.101,6.475,7.039197172
9112,CA-2018-132010,10/13/20,10/15/20,2.0,Second Class,QJ-19255,Quincy Jones,Corporate,United States,Saint Paul,Minnesota,55106.0,Central,TEC-PH-10003555,Technology,Phones,Motorola HK250 Universal Bluetooth Headset,114.95,5,0.0,0.0,114.95,112.651,2.299,2.783657559
9113,CA-2018-132010,10/13/20,10/15/20,2.0,First Class,AA-10315,Alex Avila,Consumer,United States,San Francisco,California,94109.0,West,OFF-ST-10001590,Office Supplies,Storage,"Tenex Personal Project File with Scoop Front Design, Black",26.96,2,0.0,0.0,26.96,19.9504,7.0096,7.952874276
9114,CA-2018-132010,10/13/20,10/15/20,2.0,Second Class,LC-17140,Logan Currie,Consumer,United States,Springfield,Virginia,22153.0,South,FUR-FU-10003664,Furniture,Furnishings,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",572.76,6,0.0,0.0,572.76,406.6596,166.1004,160.7269715
82,CA-2018-139451,10/12/20,10/16/20,4.0,Second Class,LC-17140,Logan Currie,Consumer,United States,Springfield,Virginia,22153.0,South,FUR-FU-10003664,Furniture,Furnishings,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",286.38,3,0.0,0.0,286.38,203.3298,83.0502,86.94239207
83,CA-2018-139451,10/12/20,10/16/20,4.0,Second Class,TC-21535,Tracy Collins,Home Office,United States,Arlington,Virginia,22204.0,South,FUR-BO-10003433,Furniture,Bookcases,Sauder Cornerstone Collection Library,61.96,2,0.0,0.0,61.96,57.6228,4.3372,4.060022611
4001,CA-2018-116834,10/11/20,10/16/20,5.0,Standard Class,CS-12460,Chuck Sachs,Consumer,United States,Columbus,Georgia,31907.0,South,FUR-FU-10002554,Furniture,Furnishings,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",23.99,1,0.0,0.0,23.99,18.4723,5.5177,5.004396366
4002,CA-2018-116834,10/11/20,10/16/20,5.0,Standard Class,CS-12460,Chuck Sachs,Consumer,United States,Columbus,Georgia,31907.0,South,TEC-PH-10001557,Technology,Phones,Pyle PMP37LED,287.97,3,0.0,0.0,287.97,210.2181,77.7519,72.22645602
4906,US-2018-146353,10/14/20,10/16/20,2.0,Second Class,BM-11785,Bryan Mills,Consumer,United States,Houston,Texas,77036.0,Central,TEC-PH-10003437,Technology,Phones,Blue Parrot B250XT Professional Grade Wireless Bluetooth Headset with,419.944,7,0.2,83.9888,335.9552,283.4622,52.493,63.69267358
4907,US-2018-146353,10/14/20,10/16/20,2.0,First Class,RC-19825,Roy Collins,Consumer,United States,Pasadena,California,91104.0,West,OFF-PA-10002986,Office Supplies,Paper,Xerox 1898,46.76,7,0.0,0.0,46.76,24.3152,22.4448,20.94849604
4898,US-2018-122021,10/15/20,10/17/20,2.0,First Class,RC-19825,Roy Collins,Consumer,United States,Pasadena,California,91104.0,West,OFF-BI-10000320,Office Supplies,Binders,GBC Plastic Binding Combs,17.712,3,0.2,3.5424,14.1696,7.749,6.4206,7.01041165
4899,US-2018-122021,10/15/20,10/17/20,2.0,First Class,RC-19825,Roy Collins,Consumer,United States,Pasadena,California,91104.0,West,OFF-AP-10003971,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip,21.78,2,0.0,0.0,21.78,16.1172,5.6628,5.787136203
5886,US-2018-109456,10/16/20,10/17/20,1.0,First Class,RC-19825,Roy Collins,Consumer,United States,Pasadena,California,91104.0,West,OFF-ST-10001469,Office Supplies,Storage,Fellowes Bankers Box Recycled Super Stor/Drawer,161.94,3,0.0,0.0,161.94,152.2236,9.7164,7.203884771
5887,US-2018-109456,10/16/20,10/17/20,1.0,First Class,RC-19825,Roy Collins,Consumer,United States,Pasadena,California,91104.0,West,FUR-CH-10003846,Furniture,Chairs,Hon Valutask Swivel Chairs,161.568,2,0.2,32.3136,129.2544,137.3328,-8.0784,-8.855283578
6322,CA-2018-123316,10/13/20,10/17/20,4.0,Standard Class,FM-14380,Fred McMath,Consumer,United States,Lawrence,Massachusetts,1841.0,East,OFF-LA-10001404,Office Supplies,Labels,Avery 517,3.69,1,0.0,0.0,3.69,1.9557,1.7343,2.168538678
9440,US-2018-154655,10/12/20,10/17/20,5.0,Standard Class,FM-14380,Fred McMath,Consumer,United States,Lawrence,Massachusetts,1841.0,East,OFF-LA-10001474,Office Supplies,Labels,Avery 477,122.12,4,0.0,0.0,122.12,65.9448,56.1752,60.83979306
9634,CA-2018-151330,10/14/20,10/17/20,3.0,Standard Class,PK-19075,Pete Kriz,Consumer,United States,Columbus,Ohio,43229.0,East,FUR-CH-10003199,Furniture,Chairs,Office Star - Contemporary Task Swivel Chair,155.372,2,0.3,46.6116,108.7604,122.078,-13.3176,-16.49686806
9635,CA-2018-151330,10/14/20,10/17/20,3.0,Standard Class,HG-14965,Henry Goldwyn,Corporate,United States,Los Angeles,California,90032.0,West,OFF-PA-10003072,Office Supplies,Paper,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",38.88,6,0.0,0.0,38.88,20.2176,18.6624,14.58146701
9636,CA-2018-151330,10/14/20,10/17/20,3.0,Standard Class,HG-14965,Henry Goldwyn,Corporate,United States,Los Angeles,California,90032.0,West,FUR-FU-10004960,Furniture,Furnishings,"Seth Thomas 12"" Clock w/ Goldtone Case",183.84,8,0.0,0.0,183.84,121.3344,62.5056,77.80564769
5592,CA-2018-164742,10/13/20,10/18/20,5.0,Standard Class,HG-14965,Henry Goldwyn,Corporate,United States,Los Angeles,California,90032.0,West,OFF-SU-10003505,Office Supplies,Supplies,Premier Electric Letter Opener,579.3,5,0.0,0.0,579.3,550.335,28.965,21.54534001
5593,CA-2018-164742,10/13/20,10/18/20,5.0,Standard Class,HA-14920,Helen Andreada,Consumer,United States,Philadelphia,Pennsylvania,19120.0,East,TEC-AC-10003116,Technology,Accessories,Memorex Froggy Flash Drive 8 GB,14.2,1,0.2,2.84,11.36,7.9875,3.3725,2.415044982
5756,CA-2018-163748,10/14/20,10/18/20,4.0,Standard Class,LW-16825,Laurel Workman,Corporate,United States,Deltona,Florida,32725.0,South,TEC-PH-10004586,Technology,Phones,Wilson SignalBoost 841262 DB PRO Amplifier Kit,575.92,2,0.2,115.184,460.736,388.746,71.99,74.39379158
5757,CA-2018-163748,10/14/20,10/18/20,4.0,Standard Class,LW-16825,Laurel Workman,Corporate,United States,Deltona,Florida,32725.0,South,OFF-BI-10000546,Office Supplies,Binders,Avery Durable Binders,5.184,6,0.7,3.6288,1.5552,5.184,-3.6288,-3.358670238
1594,CA-2018-117317,10/19/20,10/19/20,0.0,Standard Class,MC-17575,Matt Collins,Consumer,United States,Cincinnati,Ohio,45231.0,East,OFF-BI-10002071,Office Supplies,Binders,Fellowes Black Plastic Comb Bindings,5.229,3,0.7,3.6603,1.5687,5.7519,-4.1832,-4.442869306
9558,CA-2018-103086,10/17/20,10/19/20,2.0,Standard Class,MC-17575,Matt Collins,Consumer,United States,Cincinnati,Ohio,45231.0,East,OFF-ST-10001490,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",285.552,2,0.2,57.1104,228.4416,192.7476,35.694,39.17482805
1976,CA-2018-110408,10/18/20,10/20/20,2.0,Standard Class,LP-17095,Liz Preis,Consumer,United States,Murray,Kentucky,42071.0,South,OFF-AP-10004859,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Surge Suppressor,72.8,5,0.0,0.0,72.8,53.144,19.656,23.28611203
1977,CA-2018-110408,10/18/20,10/20/20,2.0,First Class,EB-14170,Evan Bailliet,Consumer,United States,Wilmington,North Carolina,28403.0,South,OFF-PA-10002659,Office Supplies,Paper,Avoid Verbal Orders Carbonless Minifold Book,10.816,4,0.2,2.1632,8.6528,5.1376,3.5152,4.501910528
1978,CA-2018-110408,10/18/20,10/20/20,2.0,Standard Class,GZ-14545,George Zrebassa,Corporate,United States,Lawrence,Massachusetts,1841.0,East,OFF-ST-10001321,Office Supplies,Storage,"Decoflex Hanging Personal Folder File, Blue",46.26,3,0.0,0.0,46.26,33.7698,12.4902,10.5111233
2695,CA-2018-143182,10/15/20,10/20/20,5.0,First Class,LE-16810,Laurel Elliston,Consumer,United States,Chicago,Illinois,60653.0,Central,OFF-BI-10004139,Office Supplies,Binders,Fellowes Presentation Covers for Comb Binding Machines,17.46,6,0.8,13.968,3.492,34.047,-30.555,-36.20557477
9064,US-2018-151015,10/14/20,10/20/20,6.0,Standard Class,AD-10180,Alan Dominguez,Home Office,United States,Philadelphia,Pennsylvania,19120.0,East,FUR-FU-10001867,Furniture,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",51.072,6,0.2,10.2144,40.8576,35.7504,5.1072,5.367432751
9065,US-2018-151015,10/14/20,10/20/20,6.0,First Class,CP-12085,Cathy Prescott,Corporate,United States,Norwich,Connecticut,6360.0,East,OFF-PA-10004156,Office Supplies,Paper,Xerox 188,11.34,1,0.0,0.0,11.34,5.7834,5.5566,5.041101365
9066,US-2018-151015,10/14/20,10/20/20,6.0,Second Class,FG-14260,Frank Gastineau,Home Office,United States,San Francisco,California,94110.0,West,OFF-AR-10002818,Office Supplies,Art,Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener,87.92,4,0.0,0.0,87.92,61.544,26.376,27.28168188
1889,CA-2018-142587,10/21/20,10/22/20,1.0,Standard Class,LD-17005,Lisa DeCherney,Consumer,United States,San Francisco,California,94109.0,West,FUR-FU-10003691,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Ebony",37.05,3,0.0,0.0,37.05,20.748,16.302,13.6895389
1890,CA-2018-142587,10/21/20,10/22/20,1.0,Standard Class,AB-10255,Alejandro Ballentine,Home Office,United States,Lorain,Ohio,44052.0,East,TEC-PH-10000347,Technology,Phones,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,2.97,1,0.4,1.188,1.782,2.4255,-0.6435,-0.517621421
5110,CA-2018-138450,10/18/20,10/22/20,4.0,Standard Class,AB-10255,Alejandro Ballentine,Home Office,United States,Lorain,Ohio,44052.0,East,OFF-ST-10004507,Office Supplies,Storage,Advantus Rolling Storage Box,27.44,2,0.2,5.488,21.952,19.551,2.401,2.254347547
5111,CA-2018-138450,10/18/20,10/22/20,4.0,Standard Class,MN-17935,Michael Nguyen,Consumer,United States,Dallas,Texas,75220.0,Central,OFF-BI-10002012,Office Supplies,Binders,Wilson Jones Easy Flow II Sheet Lifters,1.08,3,0.8,0.864,0.216,1.944,-1.728,-1.373845576
5112,CA-2018-138450,10/18/20,10/22/20,4.0,Standard Class,MN-17935,Michael Nguyen,Consumer,United States,Dallas,Texas,75220.0,Central,OFF-AP-10001303,Office Supplies,Appliances,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",7.96,2,0.8,6.368,1.592,15.522,-13.93,-14.90340349
5234,CA-2018-115084,10/18/20,10/22/20,4.0,Standard Class,HP-14815,Harold Pawlan,Home Office,United States,Los Angeles,California,90049.0,West,OFF-BI-10003684,Office Supplies,Binders,Wilson Jones Legal Size Ring Binders,140.736,8,0.2,28.1472,112.5888,59.8128,52.776,45.56792206
6554,CA-2018-137092,10/20/20,10/22/20,2.0,Standard Class,JR-15670,Jim Radford,Consumer,United States,Middletown,Connecticut,6457.0,East,OFF-ST-10002574,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, Black",552.56,4,0.0,0.0,552.56,552.56,0.0,0.0
6555,CA-2018-137092,10/20/20,10/22/20,2.0,Standard Class,JF-15190,Jamie Frazer,Consumer,United States,Los Angeles,California,90008.0,West,FUR-FU-10003724,Furniture,Furnishings,Westinghouse Clip-On Gooseneck Lamps,25.11,3,0.0,0.0,25.11,18.5814,6.5286,7.017300004
6556,CA-2018-137092,10/20/20,10/22/20,2.0,Second Class,CM-12115,Chad McGuire,Consumer,United States,New York City,New York,10011.0,East,FUR-FU-10004018,Furniture,Furnishings,Tensor Computer Mounted Lamp,29.78,2,0.0,0.0,29.78,21.7394,8.0406,7.771074853
6557,CA-2018-137092,10/20/20,10/22/20,2.0,Second Class,CM-12115,Chad McGuire,Consumer,United States,New York City,New York,10011.0,East,TEC-PH-10002549,Technology,Phones,Polycom SoundPoint IP 450 VoIP phone,677.58,3,0.0,0.0,677.58,501.4092,176.1708,165.228075
6558,CA-2018-137092,10/20/20,10/22/20,2.0,Second Class,CM-12115,Chad McGuire,Consumer,United States,New York City,New York,10011.0,East,OFF-PA-10004911,Office Supplies,Paper,"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk",75.04,8,0.0,0.0,75.04,39.0208,36.0192,28.50978503
6874,CA-2018-124394,10/17/20,10/22/20,5.0,First Class,AS-10045,Aaron Smayling,Corporate,United States,Jacksonville,North Carolina,28540.0,South,TEC-MA-10002178,Technology,Machines,Cisco CP-7937G Unified IP Conference Station Phone,695.7,2,0.5,347.85,347.85,375.678,-27.828,-28.41210578
6875,CA-2018-124394,10/17/20,10/22/20,5.0,First Class,AS-10045,Aaron Smayling,Corporate,United States,Jacksonville,North Carolina,28540.0,South,OFF-BI-10003694,Office Supplies,Binders,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",15.66,5,0.7,10.962,4.698,17.226,-12.528,-12.64308342
9338,CA-2018-155264,10/19/20,10/22/20,3.0,First Class,AS-10045,Aaron Smayling,Corporate,United States,Jacksonville,North Carolina,28540.0,South,OFF-BI-10000474,Office Supplies,Binders,Avery Recycled Flexi-View Covers for Binding Systems,28.854,6,0.7,20.1978,8.6562,29.8158,-21.1596,-23.05037371
9339,CA-2018-155264,10/19/20,10/22/20,3.0,Standard Class,KB-16315,Karl Braun,Consumer,United States,Freeport,New York,11520.0,East,OFF-AR-10000411,Office Supplies,Art,Boston 16701 Slimline Battery Pencil Sharpener,47.82,3,0.0,0.0,47.82,33.474,14.346,11.01032021
9340,CA-2018-155264,10/19/20,10/22/20,3.0,Standard Class,KB-16315,Karl Braun,Consumer,United States,Freeport,New York,11520.0,East,OFF-LA-10000262,Office Supplies,Labels,Avery 494,13.05,5,0.0,0.0,13.05,7.047,6.003,4.518930163
9341,CA-2018-155264,10/19/20,10/22/20,3.0,Standard Class,BN-11515,Bradley Nguyen,Consumer,United States,Lakeville,Minnesota,55044.0,Central,OFF-AP-10001154,Office Supplies,Appliances,Bionaire Personal Warm Mist Humidifier/Vaporizer,93.78,2,0.0,0.0,93.78,57.2058,36.5742,28.98934897
9342,CA-2018-155264,10/19/20,10/22/20,3.0,Standard Class,BN-11515,Bradley Nguyen,Consumer,United States,Lakeville,Minnesota,55044.0,Central,OFF-PA-10000466,Office Supplies,Paper,"Memo Book, 100 Message Capacity, 5 3/8” x 11”",47.18,7,0.0,0.0,47.18,23.59,23.59,17.89180346
6537,CA-2018-169684,10/20/20,10/23/20,3.0,Standard Class,BN-11515,Bradley Nguyen,Consumer,United States,Lakeville,Minnesota,55044.0,Central,OFF-AR-10003829,Office Supplies,Art,Newell 35,19.68,6,0.0,0.0,19.68,13.9728,5.7072,4.363001161
6538,CA-2018-169684,10/20/20,10/23/20,3.0,Standard Class,BN-11515,Bradley Nguyen,Consumer,United States,Lakeville,Minnesota,55044.0,Central,OFF-BI-10001758,Office Supplies,Binders,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,53.4,10,0.0,0.0,53.4,28.302,25.098,28.20669713
7117,CA-2018-143168,10/18/20,10/23/20,5.0,Standard Class,BN-11515,Bradley Nguyen,Consumer,United States,Lakeville,Minnesota,55044.0,Central,OFF-BI-10000136,Office Supplies,Binders,Avery Non-Stick Heavy Duty View Round Locking Ring Binders,35.88,6,0.0,0.0,35.88,18.6576,17.2224,15.48542998
7118,CA-2018-143168,10/18/20,10/23/20,5.0,Second Class,BP-11290,Beth Paige,Consumer,United States,Evanston,Illinois,60201.0,Central,FUR-CH-10002880,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",258.279,3,0.3,77.4837,180.7953,250.8996,-70.1043,-56.92992151
3745,CA-2018-113047,10/24/20,10/24/20,0.0,First Class,AS-10045,Aaron Smayling,Corporate,United States,Arlington,Virginia,22204.0,South,OFF-ST-10000649,Office Supplies,Storage,Hanging Personal Folder File,31.4,2,0.0,0.0,31.4,23.55,7.85,9.900267133
9462,CA-2018-100867,10/19/20,10/24/20,5.0,Standard Class,LW-16990,Lindsay Williams,Corporate,United States,San Francisco,California,94109.0,West,TEC-PH-10003092,Technology,Phones,Motorola L804,183.96,5,0.2,36.792,147.168,126.4725,20.6955,20.59954265
47,CA-2018-146703,10/20/20,10/25/20,5.0,Standard Class,LW-16990,Lindsay Williams,Corporate,United States,San Francisco,California,94109.0,West,OFF-PA-10002250,Office Supplies,Paper,Things To Do Today Pad,17.61,3,0.0,0.0,17.61,9.1572,8.4528,7.722378427
6299,CA-2018-169852,10/21/20,10/26/20,5.0,Standard Class,LW-16990,Lindsay Williams,Corporate,United States,San Francisco,California,94109.0,West,FUR-TA-10003473,Furniture,Tables,Bretford Rectangular Conference Table Tops,300.904,1,0.2,60.1808,240.7232,229.4393,11.2839,13.25401633
7572,CA-2018-100916,10/21/20,10/26/20,5.0,Same Day,DC-12850,Dan Campbell,Consumer,United States,Houston,Texas,77036.0,Central,OFF-ST-10001522,Office Supplies,Storage,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",220.776,3,0.2,44.1552,176.6208,220.776,-44.1552,-36.4683627
7573,CA-2018-100916,10/21/20,10/26/20,5.0,Same Day,DC-12850,Dan Campbell,Consumer,United States,Houston,Texas,77036.0,Central,OFF-ST-10000563,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,281.424,11,0.2,56.2848,225.1392,260.3172,-35.178,-28.97798262
7574,CA-2018-100916,10/21/20,10/26/20,5.0,First Class,ND-18370,Natalie DeCherney,Consumer,United States,Louisville,Kentucky,40214.0,South,OFF-PA-10003641,Office Supplies,Paper,Xerox 1909,79.14,3,0.0,0.0,79.14,42.7356,36.4044,33.48944984
7665,CA-2018-151967,10/22/20,10/26/20,4.0,First Class,LB-16735,Larry Blacks,Consumer,United States,Fort Worth,Texas,76106.0,Central,FUR-FU-10000010,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",1.988,1,0.6,1.1928,0.7952,2.2365,-1.4413,-1.667189777
147,CA-2018-110072,10/22/20,10/28/20,6.0,Second Class,KT-16465,Kean Takahito,Consumer,United States,Los Angeles,California,90049.0,West,FUR-CH-10002961,Furniture,Chairs,"Leather Task Chair, Black",145.568,2,0.2,29.1136,116.4544,116.4544,0.0,0.0
6129,US-2018-158400,10/25/20,10/28/20,3.0,Standard Class,HM-14860,Harry Marie,Corporate,United States,Philadelphia,Pennsylvania,19120.0,East,OFF-AR-10002956,Office Supplies,Art,Boston 16801 Nautilus Battery Pencil Sharpener,123.256,7,0.2,24.6512,98.6048,89.3606,9.2442,7.422773573
